4,"t","Cattle Death Loss: Released May 5, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
4,"t","Losses of Cattle and Calves:  Number and Percent by Coyotes and Dogs,"
4,"t","by State and United States, 2005 1/"
4,"h","","","","","","","","",""
4,"h","","Coyotes","Coyotes","Coyotes","Coyotes","Dogs","Dogs","Dogs","Dogs"
4,"h","","","","","","","","",""
4,"h","State","","","","","","","",""
4,"h","State","Cattle","% Total","Calves","% Total","Cattle","% Total","Calves","% Total"
4,"h","","","Predator","","Predator","","Predator","","Predator"
4,"h","","","","","","","","",""
4,"u","","Head","Percent","Head","Percent","Head","Percent","Head","Percent"
4,"d","AL",500,33.3,3200,58.2,300,20.0,1000,18.2
4,"d","AZ",,,600,23.1,,,200,7.7
4,"d","AR",400,22.2,1800,40.0,100,5.6,600,13.3
4,"d","CA",100,7.1,3000,58.8,200,14.3,600,11.8
4,"d","CO",500,71.4,2300,57.5,,,200,5.0
4,"d","CT",,,,,,,,
4,"d","DE",,,,,,,,
4,"d","FL",700,41.2,3600,59.0,,,500,8.2
4,"d","GA",1200,70.6,3400,57.6,100,5.9,700,11.9
4,"d","HI",,,,,100,50.0,200,66.7
4,"d","ID",,,600,30.0,,,100,5.0
4,"d","IL",100,50.0,1100,50.0,100,50.0,300,13.6
4,"d","IN",100,33.3,1000,83.3,,,100,8.3
4,"d","IA",,,1100,78.6,,,100,7.1
4,"d","KS",400,57.1,2000,51.3,100,14.3,700,17.9
4,"d","KY",400,28.6,3700,63.8,300,21.4,400,6.9
4,"d","LA",,,2400,64.9,600,66.7,400,10.8
4,"d","ME",,,,,,,,
4,"d","MD",,,,,,,,
4,"d","MA",,,100,100.0,,,,
4,"d","MI",,,200,50.0,,,,
4,"d","MN",,,700,41.2,,,,
4,"d","MS",,,600,23.1,100,8.3,700,26.9
4,"d","MO",,,1100,27.5,600,42.9,1500,37.5
4,"d","MT",,,1300,54.2,,,100,4.2
4,"d","NE",200,40.0,1700,77.3,,,100,4.5
4,"d","NV",100,50.0,1000,90.9,,,,
4,"d","NH",,,,,,,,
4,"d","NJ",,,,,,,,
4,"d","NM",900,40.9,1900,39.6,100,4.5,200,4.2
4,"d","NY",100,100.0,700,87.5,,,,
4,"d","NC",400,80.0,900,50.0,,,600,33.3
4,"d","ND",100,20.0,1700,73.9,,,,
4,"d","OH",100,25.0,1100,57.9,,,300,15.8
4,"d","OK",800,40.0,4300,44.8,200,10.0,2300,24.0
4,"d","OR",100,25.0,2200,53.7,,,,
4,"d","PA",,,300,15.0,,,,
4,"d","RI",,,,,,,,
4,"d","SC",200,100.0,800,57.1,,,100,7.1
4,"d","SD",200,66.7,1700,73.9,,,200,8.7
4,"d","TN",600,50.0,3500,64.8,,,1100,20.4
4,"d","TX",1700,41.5,21000,60.0,600,14.6,2900,8.3
4,"d","UT",,,1600,64.0,,,,
4,"d","VT",,,100,50.0,,,,
4,"d","VA",600,42.9,1700,44.7,200,14.3,1000,26.3
4,"d","WA",,,600,37.5,,,,
4,"d","WV",,,1300,86.7,,,,
4,"d","WI",,,2000,74.1,,,,
4,"d","WY",100,20.0,2100,60.0,,,100,2.9
4,"d","",,,,,,,,
4,"d","Unpub",400,,,,700,,200,
4,"d","",,,,,,,,
4,"d","US",11000,32.4,86000,55.1,4400,12.9,17500,11.2
4,"c",""
4,"f","1/  Missing data are less than 100 head for the State or not published to avoid disclosure of individual operations.  This data is included in Unpublished States and in United States.  Totals may not add due to rounding."
