30,"t","Cattle Death Loss: Released May 5, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
30,"t","Losses of Cattle and Calves:  Number and Percent from Metabolic Problems"
30,"t","and Mastitis, by State and United States, 2005 1/"
30,"h","","","","","","","","",""
30,"h","","Metabolic Problems","Metabolic Problems","Metabolic Problems","Metabolic Problems","Mastitis","Mastitis","Mastitis","Mastitis"
30,"h","","","","","","","","",""
30,"h","","","% Total","","% Total","","% Total","","% Total"
30,"h","State","Cattle","Non-Pred","Calves","Non-Pred","Cattle","Non-Pred","Calves","Non-Pred"
30,"h","","","","","","","","",""
30,"u","","Head","Percent","Head","Percent","Head","Percent","Head","Percent"
30,"d","AL",300,1.5,600,2.7,200,1.0,,
30,"d","AZ",400,1.7,,,900,3.9,,
30,"d","AR",1300,4.6,600,1.6,200,0.7,,
30,"d","CA",8400,8.5,2200,1.4,14000,14.2,,
30,"d","CO",600,1.2,200,0.4,800,1.6,,
30,"d","CT",,,,,200,22.2,,
30,"d","DE",,,,,,,,
30,"d","FL",800,3.4,500,1.7,800,3.4,,
30,"d","GA",900,4.7,400,1.6,800,4.1,,
30,"d","HI",,,,,,,,
30,"d","ID",1800,4.3,,,1500,3.6,,
30,"d","IL",800,3.8,200,0.6,1000,4.8,,
30,"d","IN",700,4.8,1100,4.0,800,5.4,,
30,"d","IA",800,1.2,800,0.7,1300,2.0,,
30,"d","KS",1700,1.3,200,0.3,900,0.7,,
30,"d","KY",1000,3.0,1000,1.4,500,1.5,,
30,"d","LA",200,0.8,,,300,1.2,,
30,"d","ME",,,,,200,12.5,,
30,"d","MD",200,6.7,,,300,10.0,,
30,"d","MA",,,,,100,10.0,,
30,"d","MI",2100,8.4,100,0.2,2400,9.6,,
30,"d","MN",2300,5.5,400,0.5,2800,6.7,,
30,"d","MS",,,,,600,2.9,,
30,"d","MO",1200,1.7,700,0.6,800,1.2,,
30,"d","MT",200,1.0,300,0.7,,,,
30,"d","NE",800,0.8,100,0.1,,,,
30,"d","NV",200,3.4,,,500,8.6,,
30,"d","NH",,,,,,,,
30,"d","NJ",,,,,,,,
30,"d","NM",3000,12.6,,,5400,22.7,,
30,"d","NY",3900,11.2,200,0.4,5600,16.0,,
30,"d","NC",300,2.1,,,300,2.1,,
30,"d","ND",300,2.6,300,0.8,100,0.9,,
30,"d","OH",1300,6.0,800,2.6,1400,6.5,,
30,"d","OK",900,0.9,600,0.5,400,0.4,,
30,"d","OR",1700,7.5,300,0.8,1700,7.5,,
30,"d","PA",3000,9.4,1000,2.3,3800,11.9,,
30,"d","RI",,,,,,,,
30,"d","SC",,,,,,,,
30,"d","SD",1400,2.7,200,0.2,1900,3.6,,
30,"d","TN",1700,4.6,600,1.0,900,2.4,,
30,"d","TX",2700,0.9,3100,1.3,3500,1.2,,
30,"d","UT",600,4.0,200,0.9,700,4.7,,
30,"d","VT",500,8.5,,,1000,16.9,,
30,"d","VA",700,2.7,100,0.2,800,3.1,,
30,"d","WA",2600,12.9,300,1.4,1400,7.0,,
30,"d","WV",400,5.8,,,,,,
30,"d","WI",7600,11.7,500,0.4,5400,8.3,,
30,"d","WY",200,1.9,,,,,,
30,"d","",,,,,,,,
30,"d","Unpub",500,,400,,800,,,
30,"d","",,,,,,,,
30,"d","US",60000,3.6,18000,0.8,67000,4.0
30,"c",""
30,"f","1/  Missing data are less than 100 head for the State or not published to avoid disclosure of individual operations.  Data not published are included in U.S. total.  Totals may not add due to rounding."
