5,"t","Cattle Death Loss: Released May 5, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
5,"t","Losses of Cattle and Calves:  Number and Percent by Mountain Lions,"
5,"t","Bobcats and Other Predators, by State and United States, 2005 1/"
5,"h","","","","","","","","",""
5,"h","","Mountain Lions and Bobcats","Mountain Lions and Bobcats","Mountain Lions and Bobcats","Mountain Lions and Bobcats","Other Predators","Other Predators","Other Predators","Other Predators"
5,"h","","","","","","","","",""
5,"h","State","","","","","","","",""
5,"h","State","Cattle","% Total","Calves","% Total","Cattle","% Total","Calves","% Total"
5,"h","","","Predator","","Predator","","Predator","","Predator"
5,"h","","","","","","","","",""
5,"u","","Head","Percent","Head","Percent","Head","Percent","Head","Percent"
5,"d","AL",,,,,100,6.7,400,7.3
5,"d","AZ",100,14.3,1200,46.2,,,100,3.8
5,"d","AR",100,5.6,300,6.7,100,5.6,300,6.7
5,"d","CA",1000,71.4,1300,25.5,,,,
5,"d","CO",,,600,15.0,100,14.3,200,5.0
5,"d","CT",,,,,,,,
5,"d","DE",,,,,,,,
5,"d","FL",,,,,700,41.2,1100,18.0
5,"d","GA",,,,,100,5.9,400,6.8
5,"d","HI",,,,,,,,
5,"d","ID",,,200,10.0,400,80.0,600,30.0
5,"d","IL",,,,,,,,
5,"d","IN",,,,,100,33.3,,
5,"d","IA",,,,,,,,
5,"d","KS",,,500,12.8,,,100,2.6
5,"d","KY",,,,,200,14.3,200,3.4
5,"d","LA",,,,,,,300,8.1
5,"d","ME",,,,,,,,
5,"d","MD",,,,,,,,
5,"d","MA",,,,,,,,
5,"d","MI",,,,,,,200,50.0
5,"d","MN",,,,,,,800,47.1
5,"d","MS",,,,,,,200,7.7
5,"d","MO",,,200,5.0,700,50.0,1000,25.0
5,"d","MT",,,200,8.3,200,33.3,500,20.8
5,"d","NE",100,20.0,200,9.1,,,,
5,"d","NV",,,100,9.1,,,,
5,"d","NH",,,,,,,,
5,"d","NJ",,,,,,,,
5,"d","NM",700,31.8,1700,35.4,200,9.1,200,4.2
5,"d","NY",,,,,,,,
5,"d","NC",,,,,,,200,11.1
5,"d","ND",,,,,,,,
5,"d","OH",,,,,,,300,15.8
5,"d","OK",100,5.0,700,7.3,400,20.0,1500,15.6
5,"d","OR",200,50.0,1300,31.7,,,,
5,"d","PA",,,,,,,200,10.0
5,"d","RI",,,,,,,,
5,"d","SC",,,,,,,,
5,"d","SD",,,200,8.7,,,,
5,"d","TN",,,,,,,300,5.6
5,"d","TX",200,4.9,1000,2.9,700,17.1,6900,19.7
5,"d","UT",,,300,12.0,,,500,20.0
5,"d","VT",,,,,,,,
5,"d","VA",,,,,400,28.6,600,15.8
5,"d","WA",200,22.2,600,37.5,300,33.3,300,18.8
5,"d","WV",,,,,,,200,13.3
5,"d","WI",,,,,200,66.7,600,22.2
5,"d","WY",100,20.0,400,11.4,300,60.0,900,25.7
5,"d","",,,,,,,,
5,"d","Unpub",400,,500,,400,,400,
5,"d","",,,,,,,,
5,"d","US",3200,9.4,11500,7.4,5600,16.5,19500,12.5
5,"c",""
5,"f","1/  Missing data are less than 100 head for the State or not published to avoid disclosure of individual operations.  Data not published are included in U.S. total.  Totals may not add due to rounding."
5,"f","2/  Includes cougars, pumas, and lynx."
