7,"t","Cattle Death Loss: Released May 5, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
7,"t","Losses of Cattle and Calves:  Number and Percent from Digestive"
7,"t","and Respiratory Problems, by State and United States, 2005 1/"
7,"h","","","","","","","","",""
7,"h","","Digestive Problems","Digestive Problems","Digestive Problems","Digestive Problems","Respiratory Problems","Respiratory Problems","Respiratory Problems","Respiratory Problems"
7,"h","","","","","","","","",""
7,"h","","","% Total","","% Total","","% Total","","% Total"
7,"h","State","Cattle","Non-Pred","Calves","Non Pred","Cattle","Non-Pred","Calves","Non-Pred"
7,"h","","","","","","","","",""
7,"u","","Head","Percent","Head","Percent","Head","Percent","Head","Percent"
7,"d","AL",1700,8.7,1300,5.8,1600,8.2,4600,20.4
7,"d","AZ",1900,8.2,4400,22.7,1300,5.6,4900,25.3
7,"d","AR",1700,6.0,3800,9.9,4500,16.0,11300,29.4
7,"d","CA",15000,15.2,62000,38.8,20500,20.8,61000,38.1
7,"d","CO",7800,15.8,10500,20.6,16600,33.7,15200,29.8
7,"d","CT",,,300,30.0,,,300,30.0
7,"d","DE",,,,,,,,
7,"d","FL",1900,8.2,5100,17.6,2100,9.0,6100,21.1
7,"d","GA",1200,6.2,4200,16.7,2600,13.5,6200,24.7
7,"d","HI",,,,,,,,
7,"d","ID",3200,7.7,20000,32.8,6900,16.6,19600,32.1
7,"d","IL",2300,11.1,8600,26.2,5500,26.4,10600,32.3
7,"d","IN",1700,11.6,6800,24.5,3100,21.1,11200,40.3
7,"d","IA",9500,14.6,25000,23.0,27000,41.5,32000,29.5
7,"d","KS",28500,21.2,6600,10.0,77200,57.5,28000,42.4
7,"d","KY",1600,4.8,13300,18.9,5800,17.3,18800,26.8
7,"d","LA",800,3.2,900,5.5,1600,6.4,3900,23.9
7,"d","ME",200,12.5,900,29.0,200,12.5,1100,35.5
7,"d","MD",200,6.7,500,10.2,500,16.7,1800,36.7
7,"d","MA",,,200,22.2,,,300,33.3
7,"d","MI",3400,13.6,17200,36.9,5300,21.2,14100,30.3
7,"d","MN",4300,10.3,28700,35.7,9600,22.9,22200,27.6
7,"d","MS",800,3.8,1100,4.2,2300,11.1,5900,22.3
7,"d","MO",3000,4.4,18200,15.7,8600,12.5,34000,29.3
7,"d","MT",1500,7.7,5500,12.6,3100,16.0,7800,17.9
7,"d","NE",9800,10.4,11400,15.7,43000,45.5,24100,33.1
7,"d","NV",500,8.6,1800,15.1,1000,17.2,5800,48.7
7,"d","NH",100,12.5,200,20.0,,,300,30.0
7,"d","NJ",100,10.0,200,20.0,,,200,20.0
7,"d","NM",1300,5.5,1600,5.3,3300,13.9,6100,20.2
7,"d","NY",5000,14.3,11800,24.0,4800,13.8,22900,46.5
7,"d","NC",1600,11.0,3400,16.8,3500,24.1,3300,16.3
7,"d","ND",900,7.8,7800,20.7,2000,17.4,8300,22.0
7,"d","OH",4900,22.7,11400,36.7,7300,33.8,10400,33.4
7,"d","OK",5600,5.7,9500,7.6,39500,40.3,50000,39.9
7,"d","OR",1600,7.1,9700,25.6,7500,33.2,12600,33.2
7,"d","PA",3200,10.0,12600,29.3,4400,13.8,14000,32.6
7,"d","RI",,,,,,,,
7,"d","SC",400,6.9,1000,11.6,300,5.2,1300,15.1
7,"d","SD",6200,11.8,17200,20.8,13800,26.2,30000,36.3
7,"d","TN",4600,12.5,10100,17.5,5000,13.6,14900,25.9
7,"d","TX",31500,10.6,26000,11.1,54500,18.4,88000,37.4
7,"d","UT",1700,11.4,6300,26.8,2900,19.5,6900,29.4
7,"d","VT",400,6.8,2800,35.9,400,6.8,2100,26.9
7,"d","VA",1500,5.9,5300,10.2,3200,12.5,8700,16.7
7,"d","WA",4000,19.9,5200,24.3,3000,14.9,8500,39.7
7,"d","WV",800,11.6,1000,10.5,600,8.7,1500,15.8
7,"d","WI",6700,10.4,55000,40.1,9200,14.2,45000,32.8
7,"d","WY",1200,11.4,5500,20.0,2700,25.7,6000,21.8
7,"d","",,,,,,,,
7,"d","Unpub",200,,100,,200,,200,
7,"d","",,,,,,,,
7,"d","US",186000,11.1,462000,21.2,418000,24.8,692000,31.8
7,"c",""
7,"f","1/  Missing data are less than 100 head for the State or not published to avoid disclosure of individual operations.  Data not published are included in U.S. total.  Totals may not add due to rounding."
